OID_,OBJECTID_1,OBJECTID_2,RS,Partido,Localidad,Direccion,Establecim,CP,Tel,X,Y,CENTER_ID
,"1,458","1,476",V,JOSE C. PAZ,Tortuguitas,Trinidad y Tres de Febrero,Comunidad Terapéutica Revivir(Drogadependientes),1664, ,-58.802405129999997,-34.498488590000001,532
,"1,459","1,477",V,PILAR,Villa Rosa,Sabatier S/N,Centro Terapéutico El Arbol Familiar, , ,-58.881361890000001,-34.412100719999998,533
,"1,460","1,478",V,PILAR,Villa Rosa,Palma N° 2598,Fundación Programa San Ignacio(Desintoxicación de Drogadependientes),1629, ,-58.869152990000003,-34.401177199999999,534
,"1,464","1,482",XI,PRESIDENTE PERON,Guernica,A. Eva Peron N° 1692,Policlínico Guernica,B1862,02224-471402,-58.387192400000004,-34.916998790000001,535
,"1,465","1,483",XI,PRESIDENTE PERON,Guernica,Pres. Julio Argentino Roca N° 29,Centro de Diálisis Senesur S.R.L.,1862,02224-475843,-58.387192400000004,-34.916998790000001,536
,"1,466","1,484",XI,PRESIDENTE PERON,Guernica,"Hipolito Irigoyen N° 24302, esq. 26 y  Avenida 37",Nefrología IMDE III,1862, ,-58.377969499999999,-34.948001900000001,537
,"1,467","1,485",XI,PRESIDENTE PERON,Guernica,Calle 39 N° 230,Hogar Geriátrico El Amanecer,1862, ,-58.387192400000004,-34.916998790000001,538
,"1,473","1,491",VI,QUILMES,Bernal,Jose E. Lopez N° 27,Policlínico del Sindicato de la Industria del Papel y Cartón,1876, ,-58.273767790000001,-34.711468289999999,539
,"1,489","1,507",VI,QUILMES,Bernal,Avenida San Martin N° 290,LA Casona Apart (Rehabilitación),1876, ,-58.277416490000000,-34.710906899999998,540
,"1,490","1,508",VI,QUILMES,Don Bosco,Formosa y Ayacucho,Sanatorio Pol. de La O.S. del Vidrio y Afines,1876,011-42522094,-58.298133999999997,-34.707405489999999,541
,"1,491","1,509",VI,QUILMES,Ezpeleta,Hipolito Irigoyen N° 5136,Policlínico Centro Asistencial Ezpeleta,B1882AOY,011-42261555,-58.236136010000003,-34.750650950000001,542
,"1,492","1,510",VI,QUILMES,Ezpeleta,Avenida San Martin N° 5537,Centro Médico San Martín,B1882AUF,011-42168098,-58.232052289999999,-34.753116190000000,543
,"1,493","1,511",VI,QUILMES,Ezpeleta,Avenida Mitre N° 4078,Policlínica Mitre,1882,011-42789546,-58.237399099999998,-34.739754290000000,544
,"1,494","1,512",VI,QUILMES,Ezpeleta,Avenida Centenario N° 5459/61,Hogar de Ancianos El Cedro,1882, ,-58.237833899999998,-34.756724490000003,545
,"1,495","1,513",VI,QUILMES,Ezpeleta,Avenida San Martin N°5501,C.E.R.E. Centro de Enfermedades Renales Ezpeleta S.A., , ,-58.232407790000003,-34.752949500000000,546
,"1,496","1,514",VI,QUILMES,Quilmes,Garibaldi N° 166,Policlínica Privada S.E.T.I.A.,1878, ,-58.256902699999998,-34.723930690000003,547
,"1,497","1,515",VI,QUILMES,Quilmes,Colon N° 21,Consultorio ATSA,1878, ,-58.262830200000003,-34.720963189999999,548
,"1,498","1,516",VI,QUILMES,Quilmes,Garibaldi y Paz s/n°,Asociación Obrera Textil,1878, ,-58.251520990000003,-34.721253800000000,549
,"1,499","1,517",VI,QUILMES,Quilmes,Andres Baranda N° 282,Sanatorio Modelo Quilmes S.A. Emprendimientos Salud,1878,011-42578442,-58.273796890000000,-34.718974889999998,550
,"1,500","1,518",VI,QUILMES,Quilmes,Avenida Calchaqui  N° 16/24,Clínica Calchaquí 19 de Enero OSPACA,1878,011-42520532,-58.299543989999997,-34.729081999999998,551
,"1,501","1,519",VI,QUILMES,Quilmes,Moreno Nª 257,Residencia Geriátrica San Cayetano,1878, ,-58.262442200000002,-34.717024189999997,552
,"1,502","1,520",VI,QUILMES,Quilmes,Brown N° 438,Clínica Privada Santa Lucía,1878,011-42241151,-58.258279790000003,-34.718925790000000,553
,"1,503","1,521",VI,QUILMES,Quilmes,Alvear N° 764,Centro de Ojos Quilmes S.A.,1878,011-42549388/0137/244844,-58.253460990000001,-34.723695489999997,554
,"1,504","1,522",VI,QUILMES,Quilmes,Lamadrid N° 444,Clínica del Niño de Quilmes,1878,011-42597998/2341,-58.272908600000001,-34.715781800000002,555
,"1,505","1,523",VI,QUILMES,Quilmes,Lamadrid y Mosconi s/n°,Policlínica Privada Lamadrid,1878, ,-58.303653890000000,-34.730872900000001,556
,"1,521","1,539",VI,QUILMES,Quilmes,Moreno N° 424,Policlinica CITEM S.A.,1878,011-42533077,-58.260241090000001,-34.719790990000000,557
,"1,522","1,540",VI,QUILMES,Quilmes,Gral Paz N° 631,Centro de Ortopedia y Traumatología,1878,011-42549584,-58.252401589999998,-34.720111490000001,558
,"1,523","1,541",VI,QUILMES,Quilmes,Mitre N° 420,Centro Alter S.A.,1878, ,-58.256601689999997,-34.717872690000000,559
,"1,524","1,542",VI,QUILMES,Quilmes,A. Brown N° 357,Consultores en Medicina Laboral de Dr. Oscar  Clementi Sanatorio Alberdi,1878,011-42536950,-58.259300300000000,-34.717837400000001,560
,"1,525","1,543",VI,QUILMES,Quilmes,Moreno N° 524,Policlínica Práctica Médica S.A.,1878,011-42532010,-58.259007689999997,-34.721423590000001,561
,"1,526","1,544",VI,QUILMES,Quilmes,Videla N° 14,Policonsultorios Diba,1878, ,-58.261778300000003,-34.722606489999997,562
,"1,527","1,545",VI,QUILMES,Quilmes,Presidente Peron N° 570,Centro Medico Emesur,1878, ,-58.264923789999997,-34.729013289999997,563
,"1,528","1,546",VI,QUILMES,Quilmes,Triunvirato N° 488,Hogar Para Discapacitados Amor,1878,011-42579104,-58.257336389999999,-34.736203390000000,564
,"1,529","1,547",VI,QUILMES,Quilmes,Andres Baranda N° 1104  1° Piso,Fundacion Filo Vitae,1878,011-42542775,-58.268474189999999,-34.726344689999998,565
,"1,530","1,548",VI,QUILMES,Quilmes,San Martin N° 260,Clínica Privada Cenedri,1876,011-42521066,-58.276041409999998,-34.711740310000003,566
,"1,531","1,549",VI,QUILMES,Quilmes,Olavarria N° 88,Instituto De Radiodagnostico Dentomaxilofacial ODVS SRL,1878,011-42571222,-58.257191489999997,-34.726258989999998,567
,"1,532","1,550",VI,QUILMES,Quilmes,Hipolito Yrigoyen N° 666,Centro Medico Cicva,1878,011-42541743,-58.252216689999997,-34.733857999999998,568
,"1,533","1,551",VI,QUILMES,Quilmes,General Paz N° 700,Policonsultorios Obra Social Del Personal De La Industria Ospit,1878,011-42530049,-58.251494100000002,-34.721261589999997,569
,"1,534","1,552",VI,QUILMES,Quilmes,Avda. Peron N° 153,Policlinica Privada O.S.P.I.A.,1878,011-42246557,-58.261025590000003,-34.727131600000000,570
,"1,535","1,553",VI,QUILMES,Quilmes,San Martin N° 724,Clinica Sempa Doctor Ramon Carrillo,1878,011-42575522,-58.288320509999998,-34.706378899999997,571
,"1,536","1,554",VI,QUILMES,Quilmes,Vicente Lopez N° 1267,Policlinica Privada Laboral San Marcos,1878,011-42242924,-58.263914300000003,-34.725657589999997,572
,"1,537","1,555",VI,QUILMES,Quilmes,Avenida Calchaqui N° 365,Salud Laboral Quilmes Srl,1878,011-42809864,-58.297666300000003,-34.731949489999998,573
,"1,553","1,571",VI,QUILMES,Quilmes,Lafinur N° 3366,La Alambrita II(Drogadependientes),1878, ,-58.285679490000000,-34.756583190000001,574
,"1,554","1,572",VI,QUILMES,Quilmes,Videla N° 321,Estar Servicio de Internación Domiciliaria,1878, ,-58.256244600000002,-34.719376390000001,575
,"1,555","1,573",VI,QUILMES,Quilmes,Tucuman N° 618,Residencia para Ancianos Las Palmeras,1878, ,-58.268467600000001,-34.725005390000000,576
,"1,556","1,574",VI,QUILMES,Quilmes,Lavalle N° 1203 Esq.Garay,C.R.I.L Centro De Rehabilitacion Integral Lavalle (Discapacitados),1878, ,-58.250310900000002,-34.731819090000002,577
,"1,557","1,575",VI,QUILMES,Quilmes,Echeverria N° 391/93,Hogar de Abuelos San Expedito,1878, ,-58.241053899999997,-34.735685689999997,578
,"1,558","1,576",VI,QUILMES,Quilmes,Hipolito Yrigoyen N° 856,Centro Respiratorio Quilmes(Policlínica),1878, ,-58.252216689999997,-34.733857999999998,579
,"1,559","1,577",VI,QUILMES,Quilmes,Baranda N° 249 Dto. 1,Grupo Oftalmlógico Sur(Policlínica),1878, ,-58.274029599999999,-34.718955800000003,580
,"1,560","1,578",VI,QUILMES,Quilmes,25 de Mayo N° 75,Acordes(Internación Domiciliaria),1875, ,-58.256800089999999,-34.727159399999998,581
,"1,561","1,579",VI,QUILMES,Quilmes,Vicente Lopez N° 1357,FUNDOSOL(Posta Fija de Donación ),1878, ,-58.263337600000000,-34.726338300000002,582
,"1,562","1,580",VI,QUILMES,Quilmes,Calle 343 N° 3374,Hogar Geriátrico Santa Rosa SRL,1878, ,-58.254605099999999,-34.720633589999998,583
,"1,563","1,581",VI,QUILMES,Quilmes,Lavalle N° 408,Nuevo Centro Médico Trinidad Quilmes(Policlínica),1878, ,-58.259598189999998,-34.719106089999997,584
,"1,564","1,582",VI,QUILMES,Quilmes,Primera Junta N° 750,Hogar de Ancianos Eliasen,1878, ,-58.239763689999997,-34.727107889999999,585
,"1,565","1,583",VI,QUILMES,Quilmes,Avenida 12 de Octubre N° 1702,Policonsultorios del Sanatorio Urquiza,1878, ,-58.275592400000001,-34.735475190000002,586
,"1,566","1,584",VI,QUILMES,Quilmes,Lavalle N° 408,Nuevo Centro Médico Trinidad Quilmes,1878, ,-58.259598189999998,-34.719106089999997,587
,"1,567","1,585",VI,QUILMES,Quilmes,Urquiza N° 1984,S.G. DIAGNOSIS(Diagnóstico por imágines),1878, ,-58.267258099999999,-34.735419790000002,588
,"1,568","1,586",VI,QUILMES,Quilmes,Alvear N° 1113 Bis,Asistri Medicina en su Hogar SRL,1878, ,-58.249202900000000,-34.729710390000001,589
,"1,569","1,587",VI,QUILMES,Quilmes,Roca (382) N° 4740,Comunidad Terapéutica Creando La Libertad,1878, ,-58.303614690000003,-34.699609289999998,590
,"1,584","1,602",VI,QUILMES,San Francisco Solano,Calle 850 Nª 482,IMAGO,1881, ,-58.288304490000002,-34.772092790000002,591
,"1,585","1,603",VI,QUILMES,San Francisco Solano,Calle 843 N°2393 esq. 895,Centro de Ojos Solano,B1881,011-42126615,-58.313881389999999,-34.776616390000001,592
,"1,586","1,604",VI,QUILMES,San Francisco Solano,Calle 841 N° 2309,Sisalud SRL,1881, ,-58.311170500000003,-34.777118090000002,593
,"1,587","1,605",VI,QUILMES,San Francisco Solano,Calle 814 N° 2484,Vivir por Vos(Policlínica),1881, ,-58.326587199999999,-34.758871090000000,594
,"1,627","1,645",V,SAN FERNANDO,CARUPA,Avenida Juan B. Justo N° 1760,Centro Medico de La Costa,1644,011-47462090,-58.557964290000001,-34.443061800000002,595
,"1,628","1,646",V,SAN FERNANDO,San Fernando,Avenida Pte. Peron  N° 1212,Clínica Privada Aranzazú,1646,011-47445521,-58.554883490000002,-34.441178100000002,596
,"1,629","1,647",V,SAN FERNANDO,San Fernando,Constitucion N° 1443,Residencia Evis I,1646, ,-58.553713989999999,-34.443355689999997,597
,"1,630","1,648",V,SAN FERNANDO,San Fernando,Alvear N°1444,Clínica Privada Sanatorio San Pablo,B1646,011-47454111,-58.563785390000000,-34.438460990000003,598
,"1,645","1,663",V,SAN FERNANDO,San Fernando,Las Heras N° 985/89,Fresenius Medical Care Argentina SA (Sede San Fernando),1646, ,-58.562826600000001,-34.433573490000001,599
,"1,646","1,664",V,SAN FERNANDO,San Fernando,Constitucion N° 1672,Residencia Geriátrica Amanecer,1646, ,-58.552124190000001,-34.444564999999997,600
,"1,647","1,665",V,SAN FERNANDO,San Fernando,Belgrano N° 350,Hogar Geriátrico San José,1646, ,-58.564596999999999,-34.438495889999999,601
,"1,648","1,666",V,SAN FERNANDO,San Fernando,Belgarno N° 1178,Más Vida Internación Domiciliaria),1646, ,-58.558161300000002,-34.443525200000003,602
,"1,649","1,667",V,SAN FERNANDO,Victoria,Santamarina N° 1397,Sistema de Salud Arcángel,1644, ,-58.540754999999997,-34.455703090000000,603
,"1,650","1,668",V,SAN FERNANDO,Victoria,Constitucion N° 3345,Residencia de María(Geriátrico),1644, ,-58.538738289999998,-34.454944789999999,604
,"1,651","1,669",V,SAN FERNANDO,Victoria,3 de Febrero N°2865,Hogar Geriátrico San Jorge,1644, ,-58.543323989999998,-34.452763590000004,605
,"1,652","1,670",V,SAN FERNANDO,Victoria,Belgrano N° 2697,Centro Terapéutico NANIHUE(Estimulación Temprana para Discapacitados),1644, ,-58.546058090000002,-34.452936899999997,606
,"1,653","1,671",V,SAN ISIDRO,Acassuso,Del Libertador N° 15111,Unidad de Cirugía Plástica San Isidro,1642,011-45130102,-58.500157299999998,-34.475211889999997,607
,"1,654","1,672",V,SAN ISIDRO,Acassuso,Manzone N° 501,Hogar para Deficientes Mentales Fundación Nosotros,1642,011-47435480,-58.507843299999998,-34.477311190000002,608
,"1,655","1,673",V,SAN ISIDRO,Acassuso,Olegario Victor Andrade N° 87,Fundación Nosotros Centro de Día y Residencia para Discapacitados,1642,011-47471814,-58.506315989999997,-34.476287090000000,609
,"1,656","1,674",V,SAN ISIDRO,Acassuso,Avenida Del Libertador N° 15111 Pta Baja,Consultorios Externos De La Clinica Van Thienen,1642,011-45130101,-58.500157299999998,-34.475211889999997,610
,"1,657","1,675",V,SAN ISIDRO,Acassuso,Olegario Victor Andrade N° 61,Policonsultorios DIBA Armada Argentina,1642,011-47320018,-58.506315989999997,-34.476287090000000,611
,"1,658","1,676",V,SAN ISIDRO,Beccar,Avenida Centenario Nª 2680,Instituto P.I.N.E.P.,1643, ,-58.534847589999998,-34.456353489999998,612
,"1,659","1,677",V,SAN ISIDRO,Beccar,Uruguay N° 1028,Hospital de Día Soles Centro Terapéutico,1643, ,-58.533960399999998,-34.455718390000001,613
,"1,660","1,678",V,SAN ISIDRO,Beccar,Quesada N° 2249,Centro De Rehabilitacion Residencia La Horqueta,1643,011-47370781,-58.569975200000002,-34.478113590000000,614
,"1,675","1,693",V,SAN ISIDRO,Martinez,Fondo de la Legua N°390,Clínica Angelus,1640,011-47350315,-58.548289400000002,-34.495517999999997,615
,"1,676","1,694",V,SAN ISIDRO,Martinez,Carlos Pellegrini  N° 2266/8,Clínica Kaufer Cataract Center Pseudo Facos SA,1640,011-47980481,-58.502791500000001,-34.493365490000002,616
,"1,677","1,695",V,SAN ISIDRO,Martinez,Sarmiento N° 222,Policlínica Médica Buenos Aires,1640,011-47935446,-58.499182589999997,-34.486878390000001,617
,"1,678","1,696",V,SAN ISIDRO,Martinez,Santiago del Estero N° 254,Centro de Ojos Martínez,1640,011-47935202,-58.502691689999999,-34.492565589999998,618
,"1,679","1,697",V,SAN ISIDRO,Martinez,Santiago del Estero N°157,Servicios Integrales de Salud Mental Psiquis SRL,1640,011-45808201,-58.501607900000003,-34.491980290000001,619
,"1,680","1,698",V,SAN ISIDRO,Martinez,Edison N° 1789,Clinica Privada Estrada Centro de Tratamiento Médico,1640,011-48362003,-58.519433589999998,-34.502222390000000,620
,"1,681","1,699",V,SAN ISIDRO,Martinez,Sargento Cabral N° 1725,Comunidad Terapéutica Fundación Manatiales(Drogadependientes),1640, ,-58.508716800000002,-34.490966589999999,621
,"1,682","1,700",V,SAN ISIDRO,Martinez,Necochea N° 2009,Policlinica Privada Armenio,1640,011-47980889,-58.508586389999998,-34.493548789999998,622
,"1,683","1,701",V,VICENTE LOPEZ,Martinez,Panamericana N° 310,Policlinica Medicar S.A,1640,011-47639439,-58.511309529999998,-34.524093989999997,623
,"1,684","1,702",V,SAN ISIDRO,Martinez,Olaguer Felui N° 121,Hogar de Ancianos Sol de Otoño,1640, ,-58.498653800000000,-34.497459489999997,624
,"1,685","1,703",V,SAN ISIDRO,Martinez,Rodriguez Pena N° 1595,Policlínica  Martinez,1640,011-47981551,-58.519722889999997,-34.497381290000000,625
,"1,686","1,704",V,SAN ISIDRO,Martinez,Santa Fe N° 1986,Centro Medico Martinez,1640,011-47926731,-58.500440990000001,-34.489340900000002,626
,"1,687","1,705",V,SAN ISIDRO,Martinez,Tres Sargentos N° 2022,Centro Medico Martinez Obra Social del Personal Direc. L. Pasteur,1640,011-47985333,-58.501903290000001,-34.490375399999998,627
,"1,688","1,706",V,SAN ISIDRO,Martinez,Bouchard N° 2860,El Cedro Azul(Hogar Geriátrico),1640, ,-58.514953380000001,-34.505019060000002,628
,"1,689","1,707",V,SAN ISIDRO,Martinez,Fleminf N° 970,Centro Médico de Referencia San Isidro(Policlínica),1640, ,-58.524043390000003,-34.490839090000001,629
,"1,690","1,708",V,SAN ISIDRO,Martinez,Cuyo N° 945,Residencia Geriátrico Cuyo,1640, ,-58.514943400000000,-34.489575389999999,630
,"1,705","1,723",V,SAN ISIDRO,San Isidro,Blanco Encalada N°197,Servicio de Internación Domiciliaria del Establ. Intromed SRL,1642, ,-58.553104789999999,-34.492699999999999,631
,"1,706","1,724",V,SAN ISIDRO,San Isidro,Blanco Encalada N° 197 PB Sector 2 Of.60,Policlínica Privada Golf Medical Center,1642, ,-58.553104789999999,-34.492699999999999,632
,"1,707","1,725",V,SAN ISIDRO,San Isidro,Anatole France N° 3012,Centro Odontologico San Isidro Labrador Policlínica Odontológica,1642,011-47008607,-58.547080500000000,-34.493103890000000,633
,"1,708","1,726",V,SAN ISIDRO,San Isidro,Ladislao Martinez N° 271/5,Centro de Diagnostico por Imágines Diagnóstico Rojas SRL,1642, ,-58.497028999999998,-34.488811390000002,634
,"1,709","1,727",V,SAN ISIDRO,San Isidro,Juan Jose Diaz N° 883/885,Instituto Médico Zona Norte(Policlínica Oncológica)),1642, ,-58.515650299999997,-34.465943600000003,635
,"1,710","1,728",V,SAN ISIDRO,San Isidro,Avenida Del Libertador N° 16606,Clínica de La Mujer,1642,011-47426425,-58.514204390000003,-34.465600590000001,636
,"1,711","1,729",V,SAN ISIDRO,San Isidro,Estanislao del  Campo N°26,Terapia Integral SAC,1642,011-47325600,-58.510883190000001,-34.475705800000000,637
,"1,712","1,730",V,SAN ISIDRO,San Isidro,Belgrano N° 369,Sanatorio San Lucas,1642, ,-58.510415399999999,-34.469779699999997,638
,"1,713","1,731",V,SAN ISIDRO,San Isidro,Alem N° 116/2,Instituto Oftalmologico San Isidro,1642,011-47321408,-58.512298690000001,-34.472760489999999,639
,"1,714","1,732",V,SAN ISIDRO,San Isidro,Avda Centenario N° 375,Clinica Centro Medico Odontologico Integral s.a.,1642,011-47438600,-58.515129000000002,-34.471526990000001,640
,"1,715","1,733",V,SAN ISIDRO,San Isidro,Chacabuco N° 250,Clinica Privada De Cirugia Plastica San Isidro,1642,011-45130107,-58.509841090000002,-34.469827199999997,641
,"1,716","1,734",V,SAN ISIDRO,San Isidro,Anatole France N° 3012,Centro Odontológico San Isidro Labrador,1642, ,-58.547080500000000,-34.493103890000000,642
,"1,717","1,735",V,SAN ISIDRO,San Isidro,Libertador N° 16664,Policlinica Privada Centro De Diagnostico Y Ortopedia,1642,011-47428160,-58.514347989999997,-34.465717890000001,643
,"1,718","1,736",V,SAN ISIDRO,San Isidro,Libertador N° 16483,San Isidro Medicina,1642,011-47423867,-58.512132999999999,-34.466024890000000,644
,"1,719","1,737",V,SAN ISIDRO,San Isidro,Martin Y Omar N° 352,Centro Medico Martin Y Omar,1642,011-47473107,-58.510020689999998,-34.470463090000003,645
,"1,734","1,752",V,SAN ISIDRO,Villa Adelina,Avda De Mayo N° 400,Clinica Santa Adelina S.A.Sociedad Italiana de Beneficencia,1607,011-47658898,-58.540984899999998,-34.512160799999997,646
,"1,735","1,753",V,SAN MIGUEL,Bella Vista,Avda. Richeri 359,Geriatrico San Lucas,1661, ,-58.693035700000003,-34.557337199999999,647
,"1,736","1,754",V,SAN MIGUEL,Bella Vista,Avda. Tte. General Ricchieri  N° 671,Centro De Rehabilitacion De General Sarmiento,1661,011-46662859,-58.688242289999998,-34.560676090000001,648
,"1,737","1,755",V,SAN MIGUEL,Bella Vista,Gaspar Campos N° 1502,Policlinica Grupo Medico Bella Vista,1661,011-46682332,-58.699894489999998,-34.567130089999999,649
,"1,738","1,756",V,SAN MIGUEL,Bella Vista,Moreno 1538,Geriatrico Un Lugar En El Mundo,1661, ,-58.690087890000001,-34.563101889999999,650
,"1,739","1,757",V,SAN MIGUEL,Bella Vista,Obligado N° 1443,Residencia de reposo Bella Vista,1661, ,-58.698813989999998,-34.556430599999999,651
,"1,740","1,758",V,SAN MIGUEL,Bella Vista,Avenida Gaspar Campos N° 1139/43,Centro de Día Bella Vista,1661, ,-58.694688489999997,-34.571040490000001,652
,"1,741","1,759",V,SAN MIGUEL,Bella Vista,Ricchieri N° 221,ANDU AVY Centro Educativo Terapéutico y Centro de Estimulación Temprana,1661, ,-58.694464490000001,-34.556284390000002,653
,"1,742","1,760",V,SAN MIGUEL,Campo De Mayo,Avenida Richieri S/N Hosp. Militar,Atón Medicina SACIF,1664,011-46667331,-58.672881040000000,-34.549241350000003,654
,"1,743","1,761",V,SAN MIGUEL,Campo De Mayo,Avenida Del Comando S/N,Hospital General 602 Militar Campo De Mayo Del Ejercito Argentino Pedro Mayo,1664,011-48634080,-58.673850309999999,-34.549196500000001,655
,"1,744","1,762",V,HURLINGHAM,Campo De Mayo,Rawson E/ Reconquista Y Camino Del Buen Ayre,Fundacion Hematologica  Sarmiento Fu He Sa,1664, ,-58.647668439999997,-34.567988180000000,656
,"1,745","1,763",V,SAN MIGUEL,MUnIZ,Urquiza N° 1059,Cooperativa Espacio De Vida,1663,011-46640650,-58.702147600000004,-34.542528300000001,657
,"1,746","1,764",V,SAN MIGUEL,MUnIZ,Pavon N° 1042,Comunidad Terapéutica Aciar-El Reparo(Rehabilitación de Drogadep.),1663, ,-58.696373690000001,-34.537707699999999,658
,"1,747","1,765",V,SAN MIGUEL,MUnIZ,Farias N° 87,Centro de Día El Rincón de A.P.A.D.(Discapacitado),1663, ,-58.702101990000003,-34.555673200000001,659
,"1,748","1,766",V,SAN MIGUEL,MUnIZ,Las Heras N° 574,Vida Hospice,1663, ,-58.699864190000000,-34.542018190000000,660
